Gene_name_canonical,graph_localization_annotation
SYT7,plasma_membrane
SYVN1,ER
SZRD1,cytosol
SZT2,lysosome
TAB2,unclassified
TAB3,cytosol
TACC1,Golgi
TACC2,unclassified
TACC3,cytosol
TACO1,mitochondrion
TADA1,nucleus
TADA2A,nucleus
TADA2B,nucleus
TADA3,nucleus
TAF1,nucleus
TAF10,nucleolus
TAF11,unclassified
TAF15,nucleus
TAF1A,nucleus
TAF1B,nucleus
TAF1C,nucleus
TAF1D,nucleus
TAF2,nucleolus
TAF2,nucleolus
TAF3,nucleus
TAF4,unclassified
TAF4B,nucleus
TAF5,nucleus
TAF5L,nucleus
TAF6,nucleus
TAF6L,nucleus
TAF7,unclassified
TAF8,nucleolus
TAF9,nucleus
TAF9B,unclassified
TAFAZZIN,mitochondrion
TAGLN2,cytosol
TALDO1,cytosol
TAMM41,mitochondrion
TANC1,14-3-3_scaffold
TANC2,14-3-3_scaffold
TANGO6,cytosol
TANK,cytosol
TAOK1,plasma_membrane
TAOK2,ER
TAOK3,plasma_membrane
TAP1,ER
TAP2,ER
TAPT1,ER
TARBP1,cytosol
TARBP2,translation
TARDBP,nucleus
TARS1,cytosol
TARS2,mitochondrion
TARS3,cytosol
TASOR,nucleus
TASOR2,nucleus
TATDN1,cytosol
TATDN2,nucleus
TATDN3,cytosol
TAX1BP1,lysosome
TAX1BP3,unclassified
TBC1D1,14-3-3_scaffold
TBC1D10A,plasma_membrane
TBC1D10B,actin_cytoskeleton
TBC1D13,cytosol
TBC1D15,cytosol
TBC1D15,cytosol
TBC1D16,cytosol
TBC1D17,cytosol
TBC1D20,ER
TBC1D22A,cytosol
TBC1D22B,unclassified
TBC1D23,Golgi
TBC1D24,plasma_membrane
TBC1D25,cytosol
TBC1D2B,cytosol
TBC1D31,centrosome
TBC1D4,14-3-3_scaffold
TBC1D5,trans-Golgi
TBC1D7,14-3-3_scaffold
TBC1D8B,cytosol
TBC1D9B,unclassified
TBCA,cytosol
TBCB,cytosol
TBCC,cytosol
TBCD,cytosol
TBCE,cytosol
TBCEL,cytosol
TBCK,early_endosome
TBK1,unclassified
TBKBP1,cytosol
TBL1X,unclassified
TBL1X,unclassified
TBL1XR1,unclassified
TBL2,ER
TBL3,nucleolus
TBP,nucleus
TBPL1,cytosol
TBRG1,nucleus
TBRG4,mitochondrion
TBX2,nucleus
TBX3,nucleus
TCAF1,unclassified
TCAIM,nucleus
TCEA1,unclassified
TCEA2,cytosol
TCEAL1,cytosol
TCEAL4,unclassified
TCEAL8,nucleus
TCEANC2,nucleus
TCERG1,nucleus
TCF12,unclassified
TCF20,nucleus
TCF25,cytosol
TCF3,unclassified
TCF7L2,nucleus
TCOF1,nucleolus
TCOF1,nucleolus
TCP1,actin_cytoskeleton
TCP11L1,proteasome
TCP11L2,proteasome
TCTN3,ER
TDG,nucleus
TDP1,unclassified
TDP2,cytosol
TDRD3,stress_granule
TDRD7,cytosol
TDRKH,mitochondrion
TEAD1,nucleus
TECPR1,cytosol
TECPR2,cytosol
TECR,ER
TEDC1,nucleus
TEDC2,nucleus
TEFM,mitochondrion
TELO2,cytosol
TENM3,plasma_membrane
TENT2,nucleus
TENT4B,unclassified
TEPSIN,cytosol
TERF1,nucleus
TERF2,nucleus
TERF2IP,nucleus
TES,cytosol
TESC,plasma_membrane
TET1,nucleus
TET2,unclassified
TEX10,nucleus
TEX2,ER
TEX264,ER
TEX30,unclassified
TFAM,mitochondrion
TFAP2A,nucleus
TFAP4,nucleus
TFB1M,mitochondrion
TFB2M,mitochondrion
TFCP2,ER
TFDP1,nucleus
TFDP2,nucleus
TFE3,nucleus
TFG/ALK fusion,cytosol
TFIP11,nucleus
TFPT,nucleus
TFRC,early_endosome
TGDS,cytosol
TGFB1,ER
TGFBR1,ER
TGFBR3,plasma_membrane
TGFBRAP1,early_endosome
TGIF2,nucleus
TGM2,cytosol
TGOLN2,trans-Golgi
TGS1,cytosol
THADA,cytosol
THAP11,nucleus
THAP12,nucleus
THAP4,unclassified
THEM4,mitochondrion
THEM6,ER
THEMIS2,unclassified
THG1L,mitochondrion
THNSL1,mitochondrion
THOC1,nucleus
THOC2,nucleus
THOC3,nucleus
THOC5,nucleus
THOC6,nucleus
THOC7,nucleus
THOP1,cytosol
THOP1,cytosol
THRAP3,nucleus
THRAP3,nucleus
THTPA,cytosol
THUMPD1,cytosol
THUMPD2,unclassified
THUMPD3,unclassified
THYN1,nucleus
TIA1,nucleus
TIAL1,nucleus
TIAM1,unclassified
TICRR,unclassified
TIFA,cytosol
TIGAR,cytosol
TIGD1,nucleus
TIGD2,nucleus
TIMELESS,cytosol
TIMM10,mitochondrion
TIMM10B,mitochondrion
TIMM13,mitochondrion
TIMM17A,mitochondrion
TIMM17B,mitochondrion
TIMM21,mitochondrion
TIMM22,mitochondrion
TIMM23,mitochondrion
TIMM29,mitochondrion
TIMM44,mitochondrion
TIMM50,mitochondrion
TIMM8A,mitochondrion
TIMM8B,mitochondrion
TIMM9,mitochondrion
TIMMDC1,mitochondrion
TIMP1,ER
TIMP2,unclassified
TINF2,nucleus
TIPIN,unclassified
TIPRL,cytosol
TJAP1,actin_cytoskeleton
TJP1,actin_cytoskeleton
TJP1,actin_cytoskeleton
TJP2,plasma_membrane
TK1,cytosol
TKFC,cytosol
TLCD4,ER
TLE1,cytosol
TLE3,unclassified
TLE4,cytosol
TLE5,cytosol
TLK1,nucleus
TLK2,nucleus
TLK2,nucleus
TLN1,cytosol
TLN2,plasma_membrane
TM2D3,ER
TM7SF3,lysosome
TM9SF1,Golgi
TM9SF2,trans-Golgi
TM9SF3,Golgi
TM9SF4,Golgi
TMA16,unclassified
TMA7,nucleus
TMBIM6,ER
TMCC1,ER
TMCC3,ER
TMCO1,ER
TMCO4,cytosol
TMCO6,cytosol
TMED1,ERGIC
TMED10,ERGIC
TMED2,ERGIC
TMED3,Golgi
TMED4,ERGIC
TMED5,ERGIC
TMED7,Golgi
TMED8,cytosol
TMED9,ERGIC
TMEM102,cytosol
TMEM106B,early_endosome
TMEM106C,early_endosome
TMEM109,ER
TMEM11,mitochondrion
TMEM115,Golgi
TMEM120A,ER
TMEM120B,ER
TMEM126A,mitochondrion
TMEM126B,mitochondrion
TMEM126B,mitochondrion
TMEM128,ER
TMEM131,ER
TMEM131L,ER
TMEM132A,plasma_membrane
TMEM135,peroxisome
TMEM141,unclassified
TMEM143,nucleus
TMEM147,ER
TMEM14C,nucleus
TMEM160,mitochondrion
TMEM161A,ER
TMEM161B,ER
TMEM164,ER
TMEM165,Golgi
TMEM167A,ER
TMEM168,Golgi
TMEM175,lysosome
TMEM177,mitochondrion
TMEM179B,lysosome
TMEM184C,lysosome
TMEM192,lysosome
TMEM199,ER
TMEM201,ER
TMEM205,ER
TMEM209,ER
TMEM214,ER
TMEM222,plasma_membrane
TMEM230,trans-Golgi
TMEM237,plasma_membrane
TMEM242,mitochondrion
TMEM245,ER
TMEM256,nucleus
TMEM258,ER
TMEM259,ER
TMEM263,ER
TMEM30A,plasma_membrane
TMEM33,ER
TMEM35B,ER
TMEM38B,ER
TMEM39A,ER
TMEM39B,ER
TMEM41A,ER
TMEM41B,ER
TMEM43,ER
TMEM50A,ER
TMEM51,plasma_membrane
TMEM59,trans-Golgi
TMEM62,nucleus
TMEM63A,trans-Golgi
TMEM65,mitochondrion
TMEM68,ER
TMEM69,nucleus
TMEM70,mitochondrion
TMEM87A,trans-Golgi
TMEM87B,Golgi
TMEM9,early_endosome
TMEM94,plasma_membrane
TMEM97,ER
TMF1,Golgi
TMLHE,mitochondrion
TMOD1,actin_cytoskeleton
TMOD2,actin_cytoskeleton
TMOD3,actin_cytoskeleton
TMPO,ER
TMPO,ER
TMPO,ER
TMPPE,nucleus
TMSB10,cytosol
TMSB15A,cytosol
TMT1A,ER
TMT1B,ER
TMTC3,ER
TMUB1,ER
TMUB2,ER
TMX1,ER
TMX2,ER
TMX3,ER
TMX4,ER
TNFAIP1,plasma_membrane
TNFAIP8,cytosol
TNFRSF10B,plasma_membrane
TNIK,plasma_membrane
TNIP1,cytosol
TNIP2,cytosol
TNKS1BP1,stress_granule
TNPO1,cytosol
TNPO2,cytosol
TNPO3,cytosol
TNRC18,nucleus
TNRC6A,stress_granule
TNRC6B,nucleolus
TNRC6C,cytosol
TNS3,cytosol
TOB2,unclassified
TOE1,nucleolus
TOLLIP,lysosome
TOM1,lysosome
TOM1L1,cytosol
TOM1L2,cytosol
TOMM20,mitochondrion
TOMM22,mitochondrion
TOMM34,cytosol
TOMM40,mitochondrion
TOMM5,mitochondrion
TOMM6,mitochondrion
TOMM7,mitochondrion
TOMM70,mitochondrion
TONSL,nucleus
TOP1,nucleus
TOP1MT,mitochondrion
TOP2A,nucleus
TOP2B,nucleus
TOP2B,nucleus
TOP3A,mitochondrion
TOP3B,stress_granule
TOPBP1,nucleus
TOPORS,unclassified
TOR1A,ER
TOR1AIP1,ER
TOR1AIP1,ER
TOR1AIP2,cytosol
TOR1AIP2,cytosol
TOR1B,ER
TOR2A,ER
TOR3A,ER
TOX4,nucleus
TP53,nucleus
TP53,unclassified
TP53BP1,nucleus
TP53BP2,plasma_membrane
TP53I11,ER
TP53I3,cytosol
TP53RK,unclassified
TPBG,plasma_membrane
TPD52,early_endosome
TPD52L1,early_endosome
TPD52L2,early_endosome
TPGS1,centrosome
TPGS2,cytosol
TPI1,cytosol
TPM1,cytosol
TPM1,cytosol
TPM1,cytosol
TPM3,actin_cytoskeleton
TPM3,actin_cytoskeleton
TPM3,actin_cytoskeleton
TPM4,cytosol
TPM4,cytosol
TPMT,cytosol
TPP1,lysosome
TPP2,actin_cytoskeleton
TPPP,nucleus
TPPP3,unclassified
TPR,nucleus
TPRA1,trans-Golgi
TPRKB,cytosol
TPRN,actin_cytoskeleton
TPT1,unclassified
TPX2,nucleus
TRA2A,nucleus
TRA2B,nucleus
TRABD,mitochondrion
TRADD,cytosol
TRAF2,cytosol
TRAF3,unclassified
TRAF3IP1,unclassified
TRAF3IP2,cytosol
TRAF4,plasma_membrane
TRAF6,unclassified
TRAF7,plasma_membrane
TRAFD1,cytosol
TRAIP,nucleus
TRAM1,ER
TRAP1,mitochondrion
TRAP1,mitochondrion
TRAPPC1,trans-Golgi
TRAPPC10,recycling_endosome
TRAPPC11,trans-Golgi
TRAPPC12,trans-Golgi
TRAPPC13,trans-Golgi
TRAPPC2,trans-Golgi
TRAPPC2L,trans-Golgi
TRAPPC3,trans-Golgi
TRAPPC4,trans-Golgi
TRAPPC5,trans-Golgi
TRAPPC6A,Golgi
TRAPPC6B,trans-Golgi
TRAPPC8,trans-Golgi
TRAPPC9,trans-Golgi
TRDMT1,unclassified
TREX1,unclassified
TRIAP1,mitochondrion
TRIM11,unclassified
TRIM13,ER
TRIM14,early_endosome
TRIM2,unclassified
TRIM21,unclassified
TRIM23,plasma_membrane
TRIM24,nucleus
TRIM25,stress_granule
TRIM25,stress_granule
TRIM26,unclassified
TRIM27,ERGIC
TRIM28,unclassified
TRIM3,nucleus
TRIM32,Golgi
TRIM33,unclassified
TRIM37,cytosol
TRIM39R,nucleus
TRIM4,ERGIC
TRIM41,unclassified
TRIM44,cytosol
TRIM47,cytosol
TRIM5,cytosol
TRIM56,stress_granule
TRIM59,ER
TRIM65,cytosol
TRIM68,cytosol
TRIM71,unclassified
TRIM9,unclassified
TRIO,mitochondrion
TRIOBP,actin_cytoskeleton
TRIP10,plasma_membrane
TRIP11,Golgi
TRIP12,unclassified
TRIP13,cytosol
TRIP4,stress_granule
TRIP6,cytosol
TRIQK,nucleus
TRIR,nucleus
TRIT1,mitochondrion
TRMT1,mitochondrion
TRMT10A,cytosol
TRMT10C,mitochondrion
TRMT11,mitochondrion
TRMT112,unclassified
TRMT13,cytosol
TRMT1L,nucleolus
TRMT2A,nucleus
TRMT2B,mitochondrion
TRMT44,cytosol
TRMT5,mitochondrion
TRMT6,translation
TRMT61A,cytosol
TRMT61B,mitochondrion
TRMU,mitochondrion
TRNAU1AP,cytosol
TRNT1,mitochondrion
TRO,stress_granule
TROAP,nucleus
TROPH,unclassified
TRPC4AP,unclassified
TRPM7,plasma_membrane
TRPS1,nucleus
TRPT1,nucleus
TRRAP,mitochondrion
TRUB1,mitochondrion
TRUB2,mitochondrion
TSC1,14-3-3_scaffold
TSC2,14-3-3_scaffold
TSC22D1,cytosol
TSC22D1,cytosol
TSC22D2,cytosol
TSC22D3,cytosol
TSC22D3,cytosol
TSC22D4,cytosol
TSEN15,unclassified
TSEN2,cytosol
TSEN34,cytosol
TSEN54,cytosol
TSFM,mitochondrion
TSG101,cytosol
TSHZ3,nucleus
TSKU,Golgi
TSN,cytosol
TSNAX,cytosol
TSPAN10,lysosome
TSPAN13,plasma_membrane
TSPAN3,lysosome
TSPAN6,plasma_membrane
TSPAN7,plasma_membrane
TSPO,mitochondrion
TSPYL1,translation
TSR1,nucleus
TSR2,cytosol
TSR3,unclassified
TSSC4,cytosol
TST,mitochondrion
TSTD2,cytosol
TTC1,ER
TTC12,cytosol
TTC13,ER
TTC14,nucleus
TTC17,ER
TTC19,mitochondrion
TTC21B,plasma_membrane
TTC27,cytosol
TTC28,cytosol
TTC3,stress_granule
TTC33,unclassified
TTC38,cytosol
TTC39A,cytosol
TTC39C,cytosol
TTC4,cytosol
TTC5,unclassified
TTC7A,plasma_membrane
TTC7B,plasma_membrane
TTC8,cytosol
TTC9C,cytosol
TTF1,nucleolus
TTF2,ER
TTI1,cytosol
TTI2,cytosol
TTK,nucleus
TTL,cytosol
TTLL12,cytosol
TTLL4,cytosol
TTMP,unclassified
TTPAL,cytosol
TTYH3,lysosome
TUB,plasma_membrane
TUBA1A,cytosol
TUBA1B,cytosol
TUBA1C,cytosol
TUBA4A,cytosol
TUBB,cytosol
TUBB,cytosol
TUBB2A,cytosol
TUBB2B,cytosol
TUBB3,cytosol
TUBB4A,cytosol
TUBB4B,unclassified
TUBB6,cytosol
TUBB6,cytosol
TUBB8,cytosol
TUBE1,nucleus
TUBG1,unclassified
TUBGCP2,unclassified
TUBGCP3,unclassified
TUBGCP4,unclassified
TUBGCP5,actin_cytoskeleton
TUBGCP6,actin_cytoskeleton
TUFM,mitochondrion
TULP3,unclassified
TUSC1,cytosol
TUT4,unclassified
TUT7,translation
TVP23C,trans-Golgi
TWF1,actin_cytoskeleton
TWF2,actin_cytoskeleton
TWNK,mitochondrion
TWSG1,ER
TXLNA,stress_granule
TXLNG,stress_granule
TXN,cytosol
TXN2,mitochondrion
TXNDC11,ER
TXNDC12,ER
TXNDC15,ER
TXNDC16,ER
TXNDC17,cytosol
TXNDC5,ER
TXNDC5,ER
TXNDC9,cytosol
TXNL1,proteasome
TXNL4A,nucleolus
TXNL4B,unclassified
TXNRD1,cytosol
TXNRD2,mitochondrion
TXNRD3,cytosol
TYK2,plasma_membrane
TYMS,cytosol
TYSND1,peroxisome
TYW1,ER
TYW3,cytosol
TYW5,cytosol
U2AF1,nucleus
U2AF2,nucleus
U2SURP,nucleus
U3KQP1[p],translation
UACA,actin_cytoskeleton
UAP1,cytosol
UAP1L1,cytosol
UBA1,cytosol
UBA2,cytosol
UBA3,cytosol
UBA5,unclassified
UBA52,nucleus
UBA6,cytosol
UBAC1,cytosol
UBAC2,ER
UBAP1,cytosol
UBAP2,stress_granule
UBAP2L,stress_granule
UBAP2L,stress_granule
UBE2A,unclassified
UBE2C,cytosol
UBE2D1,cytosol
UBE2D3,cytosol
UBE2E1,cytosol
UBE2E2,cytosol
UBE2E3,unclassified
UBE2F,cytosol
UBE2G1,cytosol
UBE2G2,ER
UBE2H,cytosol
UBE2I,ER
UBE2J1,ER
UBE2J2,ER
UBE2K,cytosol
UBE2L3,cytosol
UBE2M,cytosol
UBE2N,cytosol
UBE2O,cytosol
UBE2Q1,cytosol
UBE2R2,cytosol
UBE2S,unclassified
UBE2T,unclassified
UBE2V1,cytosol
UBE2V2,cytosol
UBE2W,unclassified
UBE2Z,unclassified
UBE3A,proteasome
UBE3C,proteasome
UBE3D,cytosol
UBE4A,ER
UBE4B,cytosol
UBFD1,proteasome
UBIAD1,Golgi
UBL4A,early_endosome
UBL5,nucleus
UBL7,cytosol
UBLCP1,proteasome
UBN1,nucleus
UBN2,nucleus
UBOX5,unclassified
UBP1,ER
UBQLN1,cytosol
UBQLN1,cytosol
UBQLN2,proteasome
UBQLN4,ER
UBR1,cytosol
UBR2,cytosol
UBR3,cytosol
UBR4,cytosol
UBR5,unclassified
UBR7,proteasome
UBTD2,plasma_membrane
UBTF,nucleus
UBXN1,cytosol
UBXN2B,cytosol
UBXN4,ER
UBXN6,cytosol
UBXN7,unclassified
UBXN8,ER
UCHL1,cytosol
UCHL3,cytosol
UCHL5,proteasome
UCHL5,proteasome
UCK1,cytosol
UCK2,cytosol
UCKL1,cytosol
UEVLD,cytosol
UFC1,cytosol
ufd1,ER
UFL1,ER
UFM1,cytosol
UFSP2,ER
UGDH,cytosol
UGGT1,ER
UGGT2,ER
UGP2,cytosol
UGT8,ER
UHRF1,nucleus
UHRF2,nucleus
UIMC1,unclassified
ULBP2,plasma_membrane
ULBP3,plasma_membrane
ULK1,cytosol
ULK3,cytosol
UMAD1,cytosol
UMPS,cytosol
UNC119,cytosol
UNC119B,unclassified
UNC13B,unclassified
UNC45A,cytosol
UNC50,Golgi
UNC5B,plasma_membrane
UNC5C,plasma_membrane
UNC93B1,ER
UNG,nucleus
UNK,stress_granule
UNKL,stress_granule
UPF1,stress_granule
UPF2,stress_granule
UPF3B,nucleus
UPP1,unclassified
UPRT,cytosol
UQCC1,mitochondrion
UQCC2,mitochondrion
UQCC3,mitochondrion
UQCC4,mitochondrion
UQCC5,mitochondrion
UQCC6,mitochondrion
UQCR10,mitochondrion
UQCR11,mitochondrion
UQCRB,mitochondrion
UQCRC1,mitochondrion
UQCRC2,mitochondrion
UQCRFS1,mitochondrion
UQCRHL,mitochondrion
UQCRQ,mitochondrion
URB1,nucleolus
URB2,nucleolus
URGCP,cytosol
URI1,unclassified
URLC6,cytosol
URM1,cytosol
UROD,cytosol
UROS,cytosol
USE1,ER
USF1,nucleus
USF2,nucleus
USF2,nucleus
USO1,Golgi
USP1,nucleus
USP10,stress_granule
USP11,cytosol
USP12,plasma_membrane
USP13,cytosol
USP14,proteasome
USP15,proteasome
USP16,nucleolus
USP19,ER
USP19,ER
USP20,ER
USP22,unclassified
USP24,cytosol
USP25,cytosol
USP28,cytosol
USP3,nucleus
USP30,mitochondrion
USP32,cytosol
USP33,ER
USP34,cytosol
USP36,nucleolus
USP37,cytosol
USP38,cytosol
USP39,nucleus
USP4,cytosol
USP40,cytosol
USP42,nucleus
USP46,plasma_membrane
USP47,cytosol
USP48,nucleus
USP5,cytosol
USP54,actin_cytoskeleton
USP6NL,plasma_membrane
USP7,nucleus
USP8,14-3-3_scaffold
USP9X,cytosol
USPL1,nucleus
UTP11,nucleolus
UTP14A,nucleolus
UTP15,nucleolus
UTP18,nucleolus
UTP20,nucleolus
UTP23,nucleolus
UTP25,nucleolus
UTP3,nucleolus
UTP4,nucleolus
UTP6,nucleolus
UTRN,plasma_membrane
UVRAG,lysosome
UVSSA,cytosol
UXS1,Golgi
UXT,translation
VAC14,early_endosome
VAMP2,recycling_endosome
VAMP3,recycling_endosome
VAMP4,trans-Golgi
VAMP7,early_endosome
VAMP8,recycling_endosome
VANGL1,plasma_membrane
VANGL2,plasma_membrane
VAPA,ER
VAPB,ER
VARS1,cytosol
VARS2,mitochondrion
VASP,actin_cytoskeleton
VAT1,early_endosome
VAV2,cytosol
VAV3,nucleus
VBP1,actin_cytoskeleton
VCAN,unclassified
VCL,cytosol
VCP,unclassified
VCPIP1,cytosol
VCPKMT,cytosol
VDAC1,mitochondrion
VDAC2,mitochondrion
VDAC3,mitochondrion
VEZF1,nucleus
VEZT,ER
VGLL4,cytosol
VHL,cytosol
VIM,actin_cytoskeleton
VIPAS39,cytosol
VIRMA,nucleus
VKORC1,ER
VMA21,ER
VMP1,ER
VPS11,lysosome
VPS13A,mitochondrion
VPS13B,Golgi
VPS13C,early_endosome
VPS13D,Golgi
VPS16,lysosome
VPS18,lysosome
VPS25,cytosol
VPS26A,early_endosome
VPS26B,early_endosome
VPS26C,early_endosome
VPS28,cytosol
VPS29,early_endosome
VPS33A,lysosome
VPS33B,cytosol
VPS35,early_endosome
VPS35L,early_endosome
VPS36,unclassified
VPS37A,cytosol
VPS37B,plasma_membrane
VPS37C,plasma_membrane
VPS39,lysosome
VPS41,lysosome
VPS45,early_endosome
VPS4A,cytosol
VPS4B,cytosol
VPS50,unclassified
VPS51,unclassified
VPS52,unclassified
VPS53,unclassified
VPS54,Golgi
VPS72,nucleus
VPS8,early_endosome
VRK1,nucleus
VRK2,ER
VRK3,ER
VTA1,cytosol
VTI1A,trans-Golgi
VTI1B,early_endosome
VWA8,mitochondrion
WAC,unclassified
WAPL,nucleus
WARS1,cytosol
WARS2,mitochondrion
WASF1,actin_cytoskeleton
WASF2,actin_cytoskeleton
WASF3,actin_cytoskeleton
WASH,early_endosome
WASH3P,early_endosome
WASHC2A,early_endosome
WASHC2C,early_endosome
WASHC3,early_endosome
WASHC4,early_endosome
WASHC5,early_endosome
WASL,actin_cytoskeleton
WBP11,nucleus
WBP2,early_endosome
WBP4,nucleus
WDCP,cytosol
WDFY1,trans-Golgi
WDFY3,cytosol
WDHD1,cytosol
WDR1,actin_cytoskeleton
WDR11,trans-Golgi
WDR12,nucleolus
WDR13,nucleus
WDR17,cytosol
WDR18,nucleus
WDR19,cytosol
WDR24,lysosome
WDR26,cytosol
WDR3,nucleolus
WDR33,nucleus
WDR35,unclassified
WDR36,nucleolus
WDR37,14-3-3_scaffold
WDR4,cytosol
WDR41,lysosome
WDR43,nucleolus
WDR44,recycling_endosome
WDR45,cytosol
WDR45B,early_endosome
WDR46,nucleolus
WDR47,cytosol
WDR48,plasma_membrane
WDR5,nucleus
WDR54,cytosol
WDR55,unclassified
WDR59,stress_granule
WDR6,plasma_membrane
WDR62,14-3-3_scaffold
WDR7,early_endosome
WDR70,cytosol
WDR73,cytosol
WDR74,nucleolus
WDR75,nucleus
WDR76,nucleus
WDR77,cytosol
WDR81,early_endosome
WDR82,nucleus
WDR83,unclassified
WDR89,nucleus
WDR91,early_endosome
WDSUB1,cytosol
WDTC1,cytosol
WEE1,unclassified
WFS1,ER
WHAMM,cytosol
WIPF1,actin_cytoskeleton
WIPF2,actin_cytoskeleton
WIPI2,cytosol
WIZ,nucleus
WIZ,nucleus
WLS,early_endosome
WNK1,cytosol
WNK2,cytosol
WNK3,cytosol
WNT5A,plasma_membrane
WRAP53,unclassified
WRAP73,centrosome
WRN,nucleus
WRNIP1,cytosol
WTAP,nucleus
WWC2,14-3-3_scaffold
WWOX,Golgi
WWP1,plasma_membrane
WWP2,plasma_membrane
XAB2,nucleus
XIAP,cytosol
XPA,nucleus
XPC,nucleus
XPNPEP1,cytosol
XPNPEP1,cytosol
XPNPEP3,mitochondrion
XPO1,cytosol
XPO4,unclassified
XPO5,cytosol
XPO6,cytosol
XPO7,cytosol
XPOT,cytosol
XPR1,plasma_membrane
XRCC1,nucleus
XRCC2,cytosol
XRCC3,cytosol
XRCC4,cytosol
XRCC5,unclassified
XRCC6,nucleus
XRN1,p-body
XRN2,nucleus
XXYLT1,ER
XYLB,cytosol
XYLT2,Golgi
YAE1,cytosol
YAF2,nucleus
YAP1,actin_cytoskeleton
YARS1,cytosol
YARS2,mitochondrion
YBEY,mitochondrion
YBX1,stress_granule
YBX3,stress_granule
YDJC,cytosol
YEATS2,nucleus
YEATS4,nucleus
YES1,plasma_membrane
YIF1A,Golgi
YIF1B,ERGIC
YIPF1,trans-Golgi
YIPF2,early_endosome
YIPF3,Golgi
YIPF4,Golgi
YIPF5,ERGIC
YIPF6,trans-Golgi
YJU2,unclassified
YJU2B,unclassified
YKT6,ER
YLPM1,nucleus
YLPM1,nucleus
YME1L1,mitochondrion
YOD1,cytosol
YPEL5,cytosol
YRDC,cytosol
YTHDC1,nucleus
YTHDC2,p-body
YTHDF1,stress_granule
YTHDF2,stress_granule
YTHDF3,stress_granule
YWHAB,14-3-3_scaffold
YWHAE,14-3-3_scaffold
YWHAG,14-3-3_scaffold
YWHAH,unclassified
YWHAQ,cytosol
YWHAZ,14-3-3_scaffold
YY1,nucleus
YY1AP1,translation
ZBED1,nucleus
ZBED4,nucleus
ZBTB1,nucleus
ZBTB10,nucleus
ZBTB11,unclassified
ZBTB12,nucleus
ZBTB14,nucleus
ZBTB17,nucleus
ZBTB2,nucleus
ZBTB21,14-3-3_scaffold
ZBTB24,nucleus
ZBTB3,nucleus
ZBTB33,nucleus
ZBTB34,nucleus
ZBTB39,nucleus
ZBTB40,nucleus
ZBTB43,nucleus
ZBTB44,unclassified
ZBTB48,nucleus
ZBTB5,nucleus
ZBTB7A,nucleus
ZBTB8OS,cytosol
ZBTB9,unclassified
ZC2HC1A,nucleus
ZC3H11A,nucleus
ZC3H13,nucleus
ZC3H14,nucleus
ZC3H14,nucleus
ZC3H15,translation
ZC3H18,nucleus
ZC3H4,translation
ZC3H6,ER
ZC3H7A,stress_granule
ZC3H7B,stress_granule
ZC3H8,nucleolus
ZC3HAV1,translation
ZC3HAV1,translation
ZC3HAV1L,unclassified
ZC3HC1,cytosol
ZC4H2,nucleus
ZCCHC10,nucleus
ZCCHC12,nucleus
ZCCHC14,translation
ZCCHC17,nucleus
ZCCHC2,cytosol
ZCCHC3,stress_granule
ZCCHC4,nucleus
ZCCHC7,nucleolus
ZCCHC8,nucleus
ZCCHC9,nucleolus
ZCRB1,stress_granule
ZDBF2,nucleus
ZDHHC13,Golgi
ZDHHC17,Golgi
ZDHHC18,plasma_membrane
ZDHHC20,plasma_membrane
ZDHHC3,Golgi
ZDHHC5,plasma_membrane
ZDHHC6,ER
ZEB1,nucleus
ZEB2,nucleus
ZER1,unclassified
ZFAND1,cytosol
ZFAND2B,cytosol
ZFAND5,proteasome
ZFAND6,proteasome
ZFC3H1,nucleus
ZFHX3,nucleus
ZFHX4,nucleus
ZFP1,nucleus
ZFP3,nucleus
ZFP36L2,14-3-3_scaffold
ZFP62,nucleus
ZFP64,nucleus
ZFP91,nucleus
ZFPL1,Golgi
ZFR,nucleus
ZFTRAF1,cytosol
ZFX,nucleus
ZFYVE1,unclassified
ZFYVE16,early_endosome
ZFYVE19,cytosol
ZFYVE21,early_endosome
ZFYVE26,lysosome
ZFYVE27,ER
ZFYVE9,early_endosome
ZGPAT,nucleolus
ZGRF1,cytosol
ZHX1,nucleus
ZHX2,nucleus
ZHX3,nucleus
ZIC2,nucleus
ZKSCAN1,nucleus
ZKSCAN2,unclassified
ZKSCAN3,nucleus
ZKSCAN4,nucleus
ZKSCAN8,nucleus
ZMAT2,nucleus
ZMAT5,unclassified
ZMIZ1,unclassified
ZMIZ2,cytosol
ZMPSTE24,ER
ZMYM1,unclassified
ZMYM2,nucleus
ZMYM3,nucleus
ZMYM4,nucleus
ZMYM6,unclassified
ZMYND11,nucleus
ZMYND8,nucleus
ZMYND8,nucleus
ZNF101,cytosol
ZNF106,nucleolus
ZNF121,nucleus
ZNF131,nucleus
ZNF142,mitochondrion
ZNF143,nucleus
ZNF146,nucleus
ZNF148,nucleus
ZNF184,nucleus
ZNF185,cytosol
ZNF195,nucleus
ZNF207,nucleus
ZNF213,nucleus
ZNF217,ER
ZNF22,nucleus
ZNF236,nucleus
ZNF239,nucleus
ZNF24,nucleus
ZNF274,nucleus
ZNF277,cytosol
ZNF280C,nucleus
ZNF280D,nucleus
ZNF281,nucleus
ZNF282,unclassified
ZNF286A,cytosol
ZNF292,nucleus
ZNF3,nucleus
ZNF316,nucleus
ZNF317,nucleus
ZNF318,actin_cytoskeleton
ZNF319,nucleus
